"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Wielkopolskie",47,0.35,2,4.3,46,97.9,0,0,"2013_02C","16_do_22_lutego_2013"
"Zachodniopomorskie",1,0.06,0,0,1,100,0,0,"2013_02C","16_do_22_lutego_2013"
"Dolnośląskie",42,1.09,2,4.8,38,90.5,5,11.9,"2013_02D","23_do_28_lutego_2013"
"Kujawsko-Pomorskie",13,0.37,2,15.4,10,76.9,2,15.4,"2013_02D","23_do_28_lutego_2013"
"Lubelskie",16,0.8,0,0,15,93.8,3,18.8,"2013_02D","23_do_28_lutego_2013"
"Lubuskie",6,0.5,0,0,6,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Łódzkie",18,0.31,9,50,18,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Małopolskie",13,0.13,0,0,13,100,1,7.7,"2013_02D","23_do_28_lutego_2013"
"Mazowieckie",35,0.31,0,0,35,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Opolskie",1,0.11,0,0,1,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Podkarpackie",9,0.51,0,0,9,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Podlaskie",13,0.37,1,7.7,12,92.3,0,0,"2013_02D","23_do_28_lutego_2013"
"Pomorskie",98,0.69,1,1,98,100,8,8.2,"2013_02D","23_do_28_lutego_2013"
"Śląskie",9,0.19,0,0,9,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Świętokrzyskie",4,0.36,0,0,4,100,1,25,"2013_02D","23_do_28_lutego_2013"
"Warmińsko-Mazurskie",17,0.95,0,0,17,100,0,0,"2013_02D","23_do_28_lutego_2013"
"Wielkopolskie",36,0.35,1,2.8,36,100,1,2.8,"2013_02D","23_do_28_lutego_2013"
"Zachodniopomorskie",3,0.29,0,0,3,100,1,33.3,"2013_02D","23_do_28_lutego_2013"
"Dolnośląskie",31,0.56,1,3.2,29,93.5,5,16.1,"2013_03A","1_do_7_marca_2013"
"Kujawsko-Pomorskie",25,0.76,0,0,23,92,4,16,"2013_03A","1_do_7_marca_2013"
"Lubelskie",2,0.13,0,0,2,100,0,0,"2013_03A","1_do_7_marca_2013"
"Lubuskie",6,0.68,0,0,6,100,0,0,"2013_03A","1_do_7_marca_2013"
"Łódzkie",10,0.22,1,10,9,90,0,0,"2013_03A","1_do_7_marca_2013"
"Małopolskie",28,0.24,0,0,28,100,0,0,"2013_03A","1_do_7_marca_2013"
"Mazowieckie",78,0.45,1,1.3,77,98.7,0,0,"2013_03A","1_do_7_marca_2013"
"Opolskie",2,0.15,0,0,2,100,0,0,"2013_03A","1_do_7_marca_2013"
"Podkarpackie",7,0.54,0,0,7,100,0,0,"2013_03A","1_do_7_marca_2013"
"Podlaskie",12,0.27,0,0,12,100,0,0,"2013_03A","1_do_7_marca_2013"
"Pomorskie",91,0.64,2,2.2,90,98.9,11,12.1,"2013_03A","1_do_7_marca_2013"
"Śląskie",8,0.21,0,0,7,87.5,1,12.5,"2013_03A","1_do_7_marca_2013"
"Świętokrzyskie",8,0.58,1,12.5,7,87.5,1,12.5,"2013_03A","1_do_7_marca_2013"
"Warmińsko-Mazurskie",20,0.86,1,5,19,95,0,0,"2013_03A","1_do_7_marca_2013"
"Wielkopolskie",58,0.48,0,0,58,100,0,0,"2013_03A","1_do_7_marca_2013"
"Zachodniopomorskie",2,0.14,0,0,2,100,2,100,"2013_03A","1_do_7_marca_2013"
"Dolnośląskie",69,1.44,0,0,65,94.2,7,10.1,"2013_03B","8_do_15_marca_2013"
"Kujawsko-Pomorskie",31,0.75,4,12.9,24,77.4,5,16.1,"2013_03B","8_do_15_marca_2013"
"Lubelskie",11,0.55,0,0,11,100,6,54.5,"2013_03B","8_do_15_marca_2013"
"Lubuskie",5,0.46,0,0,4,80,1,20,"2013_03B","8_do_15_marca_2013"
"Łódzkie",3,0.05,0,0,3,100,0,0,"2013_03B","8_do_15_marca_2013"
"Małopolskie",23,0.17,0,0,21,91.3,2,8.7,"2013_03B","8_do_15_marca_2013"
"Mazowieckie",79,0.42,1,1.3,76,96.2,2,2.5,"2013_03B","8_do_15_marca_2013"
"Opolskie",0,0,0,0,0,0,0,0,"2013_03B","8_do_15_marca_2013"
"Podkarpackie",5,0.35,0,0,5,100,0,0,"2013_03B","8_do_15_marca_2013"
"Podlaskie",24,0.45,2,8.3,22,91.7,0,0,"2013_03B","8_do_15_marca_2013"
"Pomorskie",127,0.61,2,1.6,125,98.4,4,3.1,"2013_03B","8_do_15_marca_2013"
"Śląskie",6,0.17,0,0,6,100,0,0,"2013_03B","8_do_15_marca_2013"
"Świętokrzyskie",5,0.23,1,20,5,100,2,40,"2013_03B","8_do_15_marca_2013"
"Warmińsko-Mazurskie",20,0.78,2,10,18,90,0,0,"2013_03B","8_do_15_marca_2013"
"Wielkopolskie",48,0.42,0,0,47,97.9,1,2.1,"2013_03B","8_do_15_marca_2013"
"Zachodniopomorskie",10,0.56,0,0,9,90,9,90,"2013_03B","8_do_15_marca_2013"
"Dolnośląskie",59,1.34,0,0,53,89.8,19,32.2,"2013_03C","16_do_22_marca_2013"
"Kujawsko-Pomorskie",26,0.64,6,23.1,22,84.6,3,11.5,"2013_03C","16_do_22_marca_2013"
"Lubelskie",13,0.63,0,0,13,100,0,0,"2013_03C","16_do_22_marca_2013"
"Lubuskie",2,0.22,1,50,2,100,0,0,"2013_03C","16_do_22_marca_2013"
"Łódzkie",5,0.08,0,0,5,100,0,0,"2013_03C","16_do_22_marca_2013"
"Małopolskie",47,0.34,1,2.1,42,89.4,4,8.5,"2013_03C","16_do_22_marca_2013"
"Mazowieckie",81,0.39,0,0,80,98.8,1,1.2,"2013_03C","16_do_22_marca_2013"
"Opolskie",3,0.21,0,0,3,100,0,0,"2013_03C","16_do_22_marca_2013"
"Podkarpackie",3,0.34,0,0,3,100,0,0,"2013_03C","16_do_22_marca_2013"
"Podlaskie",32,0.72,1,3.1,31,96.9,0,0,"2013_03C","16_do_22_marca_2013"
"Pomorskie",101,0.49,0,0,101,100,14,13.9,"2013_03C","16_do_22_marca_2013"
"Śląskie",14,0.26,0,0,13,92.9,1,7.1,"2013_03C","16_do_22_marca_2013"
"Świętokrzyskie",20,1.59,0,0,20,100,13,65,"2013_03C","16_do_22_marca_2013"
"Warmińsko-Mazurskie",13,0.51,4,30.8,9,69.2,0,0,"2013_03C","16_do_22_marca_2013"
"Wielkopolskie",67,0.61,1,1.5,65,97,6,9,"2013_03C","16_do_22_marca_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_03C","16_do_22_marca_2013"
"Dolnośląskie",52,1.31,4,7.7,46,88.5,12,23.1,"2013_03D","23_do_31_marca_2013"
"Kujawsko-Pomorskie",18,0.51,1,5.6,16,88.9,2,11.1,"2013_03D","23_do_31_marca_2013"
"Lubelskie",9,0.46,0,0,9,100,3,33.3,"2013_03D","23_do_31_marca_2013"
"Lubuskie",1,0.11,0,0,1,100,0,0,"2013_03D","23_do_31_marca_2013"
"Łódzkie",7,0.12,0,0,7,100,0,0,"2013_03D","23_do_31_marca_2013"
"Małopolskie",17,0.17,4,23.5,13,76.5,0,0,"2013_03D","23_do_31_marca_2013"
"Mazowieckie",105,0.69,0,0,102,97.1,3,2.9,"2013_03D","23_do_31_marca_2013"
"Opolskie",2,0.13,0,0,2,100,0,0,"2013_03D","23_do_31_marca_2013"
"Podkarpackie",6,0.48,1,16.7,5,83.3,0,0,"2013_03D","23_do_31_marca_2013"
"Podlaskie",19,0.44,0,0,18,94.7,1,5.3,"2013_03D","23_do_31_marca_2013"
"Pomorskie",145,0.64,4,2.8,142,97.9,8,5.5,"2013_03D","23_do_31_marca_2013"
"Śląskie",4,0.08,1,25,3,75,1,25,"2013_03D","23_do_31_marca_2013"
"Świętokrzyskie",15,1.13,0,0,14,93.3,2,13.3,"2013_03D","23_do_31_marca_2013"
"Warmińsko-Mazurskie",24,1.14,0,0,24,100,0,0,"2013_03D","23_do_31_marca_2013"
"Wielkopolskie",51,0.51,2,3.9,49,96.1,8,15.7,"2013_03D","23_do_31_marca_2013"
"Zachodniopomorskie",3,0.24,0,0,3,100,1,33.3,"2013_03D","23_do_31_marca_2013"
"Dolnośląskie",26,0.72,0,0,24,92.3,13,50,"2013_04A","1_do_7_kwietnia_2013"
"Kujawsko-Pomorskie",11,0.34,1,9.1,8,72.7,2,18.2,"2013_04A","1_do_7_kwietnia_2013"
"Lubelskie",19,0.82,0,0,19,100,5,26.3,"2013_04A","1_do_7_kwietnia_2013"
"Lubuskie",3,0.46,2,66.7,1,33.3,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Łódzkie",5,0.08,0,0,5,100,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Małopolskie",19,0.22,0,0,19,100,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Mazowieckie",71,0.59,0,0,70,98.6,1,1.4,"2013_04A","1_do_7_kwietnia_2013"
"Opolskie",2,0.13,0,0,2,100,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Podkarpackie",1,0.12,0,0,1,100,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Podlaskie",17,0.57,0,0,17,100,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Pomorskie",86,0.52,2,2.3,85,98.8,10,11.6,"2013_04A","1_do_7_kwietnia_2013"
"Śląskie",4,0.1,0,0,3,75,1,25,"2013_04A","1_do_7_kwietnia_2013"
"Świętokrzyskie",15,0.86,2,13.3,14,93.3,3,20,"2013_04A","1_do_7_kwietnia_2013"
"Warmińsko-Mazurskie",14,0.97,1,7.1,13,92.9,0,0,"2013_04A","1_do_7_kwietnia_2013"
"Wielkopolskie",40,0.43,0,0,39,97.5,2,5,"2013_04A","1_do_7_kwietnia_2013"
"Zachodniopomorskie",3,0.27,0,0,1,33.3,3,100,"2013_04A","1_do_7_kwietnia_2013"
"Dolnośląskie",40,1.14,1,2.5,36,90,13,32.5,"2013_04B","8_do_15_kwietnia_2013"
"Kujawsko-Pomorskie",15,0.47,1,6.7,13,86.7,2,13.3,"2013_04B","8_do_15_kwietnia_2013"
"Lubelskie",7,0.35,0,0,7,100,3,42.9,"2013_04B","8_do_15_kwietnia_2013"
"Lubuskie",6,0.78,2,33.3,4,66.7,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Łódzkie",3,0.07,0,0,3,100,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Małopolskie",19,0.17,0,0,19,100,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Mazowieckie",42,0.25,1,2.4,40,95.2,1,2.4,"2013_04B","8_do_15_kwietnia_2013"
"Opolskie",1,0.1,1,100,0,0,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Podkarpackie",4,0.33,0,0,4,100,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Podlaskie",4,0.18,0,0,4,100,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Pomorskie",117,0.64,8,6.8,114,97.4,7,6,"2013_04B","8_do_15_kwietnia_2013"
"Śląskie",6,0.13,0,0,6,100,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Świętokrzyskie",9,1.04,0,0,9,100,1,11.1,"2013_04B","8_do_15_kwietnia_2013"
"Warmińsko-Mazurskie",13,1.16,2,15.4,11,84.6,0,0,"2013_04B","8_do_15_kwietnia_2013"
"Wielkopolskie",72,0.76,0,0,68,94.4,8,11.1,"2013_04B","8_do_15_kwietnia_2013"
"Zachodniopomorskie",2,0.13,0,0,2,100,1,50,"2013_04B","8_do_15_kwietnia_2013"
"Dolnośląskie",37,1.65,2,5.4,34,91.9,11,29.7,"2013_04C","16_do_22_kwietnia_2013"
"Kujawsko-Pomorskie",9,0.44,3,33.3,4,44.4,3,33.3,"2013_04C","16_do_22_kwietnia_2013"
"Lubelskie",1,0.06,0,0,1,100,1,100,"2013_04C","16_do_22_kwietnia_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Łódzkie",5,0.16,1,20,4,80,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Małopolskie",15,0.22,1,6.7,14,93.3,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Mazowieckie",27,0.28,0,0,27,100,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Opolskie",2,0.16,0,0,2,100,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Podkarpackie",2,0.31,0,0,2,100,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Podlaskie",5,0.46,0,0,5,100,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Pomorskie",113,0.67,0,0,113,100,15,13.3,"2013_04C","16_do_22_kwietnia_2013"
"Śląskie",5,0.14,0,0,5,100,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Świętokrzyskie",6,1.03,2,33.3,6,100,1,16.7,"2013_04C","16_do_22_kwietnia_2013"
"Warmińsko-Mazurskie",13,1.2,4,30.8,9,69.2,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Wielkopolskie",33,0.43,2,6.1,31,93.9,4,12.1,"2013_04C","16_do_22_kwietnia_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_04C","16_do_22_kwietnia_2013"
"Dolnośląskie",17,0.87,0,0,15,88.2,2,11.8,"2013_04D","23_do_30_kwietnia_2013"
"Kujawsko-Pomorskie",3,0.19,0,0,3,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Lubelskie",7,0.54,1,14.3,6,85.7,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Łódzkie",3,0.14,0,0,3,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Małopolskie",14,0.28,1,7.1,12,85.7,1,7.1,"2013_04D","23_do_30_kwietnia_2013"
"Mazowieckie",11,0.13,0,0,11,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Opolskie",2,0.46,0,0,2,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Podkarpackie",4,0.56,0,0,3,75,1,25,"2013_04D","23_do_30_kwietnia_2013"
"Podlaskie",6,0.9,0,0,6,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Pomorskie",72,0.62,1,1.4,72,100,8,11.1,"2013_04D","23_do_30_kwietnia_2013"
"Śląskie",5,0.16,0,0,5,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Świętokrzyskie",3,0.68,1,33.3,3,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Warmińsko-Mazurskie",6,1.16,0,0,6,100,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Wielkopolskie",31,0.54,0,0,31,100,3,9.7,"2013_04D","23_do_30_kwietnia_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_04D","23_do_30_kwietnia_2013"
"Dolnośląskie",13,0.97,0,0,13,100,0,0,"2013_05A","1_do_7_maja_2013"
"Kujawsko-Pomorskie",2,0.31,0,0,2,100,0,0,"2013_05A","1_do_7_maja_2013"
"Lubelskie",3,0.38,0,0,2,66.7,2,66.7,"2013_05A","1_do_7_maja_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_05A","1_do_7_maja_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_05A","1_do_7_maja_2013"
"Małopolskie",18,0.51,1,5.6,14,77.8,3,16.7,"2013_05A","1_do_7_maja_2013"
"Mazowieckie",15,0.36,0,0,15,100,0,0,"2013_05A","1_do_7_maja_2013"
"Opolskie",3,0.58,0,0,3,100,0,0,"2013_05A","1_do_7_maja_2013"
"Podkarpackie",1,0.96,0,0,1,100,0,0,"2013_05A","1_do_7_maja_2013"
"Podlaskie",3,0.4,0,0,3,100,0,0,"2013_05A","1_do_7_maja_2013"
"Pomorskie",57,0.62,0,0,57,100,13,22.8,"2013_05A","1_do_7_maja_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_05A","1_do_7_maja_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_05A","1_do_7_maja_2013"
"Warmińsko-Mazurskie",3,0.98,0,0,3,100,0,0,"2013_05A","1_do_7_maja_2013"
"Wielkopolskie",36,0.78,0,0,34,94.4,2,5.6,"2013_05A","1_do_7_maja_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_05A","1_do_7_maja_2013"
"Dolnośląskie",42,3.29,14,33.3,14,33.3,14,33.3,"2013_05B","8_do_15_maja_2013"
"Kujawsko-Pomorskie",2,0.18,0,0,1,50,1,50,"2013_05B","8_do_15_maja_2013"
"Lubelskie",2,0.31,0,0,2,100,0,0,"2013_05B","8_do_15_maja_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_05B","8_do_15_maja_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_05B","8_do_15_maja_2013"
"Małopolskie",2,0.05,1,50,1,50,0,0,"2013_05B","8_do_15_maja_2013"
"Mazowieckie",13,0.21,0,0,11,84.6,2,15.4,"2013_05B","8_do_15_maja_2013"
"Opolskie",0,0,0,0,0,0,0,0,"2013_05B","8_do_15_maja_2013"
"Podkarpackie",1,0.34,0,0,1,100,0,0,"2013_05B","8_do_15_maja_2013"
"Podlaskie",3,0.53,0,0,3,100,0,0,"2013_05B","8_do_15_maja_2013"
"Pomorskie",38,0.38,1,2.6,37,97.4,6,15.8,"2013_05B","8_do_15_maja_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_05B","8_do_15_maja_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_05B","8_do_15_maja_2013"
"Warmińsko-Mazurskie",5,1.74,0,0,5,100,0,0,"2013_05B","8_do_15_maja_2013"
"Wielkopolskie",29,0.65,2,6.9,27,93.1,2,6.9,"2013_05B","8_do_15_maja_2013"
"Zachodniopomorskie",1,0.16,0,0,1,100,0,0,"2013_05B","8_do_15_maja_2013"
"Dolnośląskie",32,2.93,12,37.5,6,18.8,14,43.8,"2013_05C","16_do_22_maja_2013"
"Kujawsko-Pomorskie",1,0.13,0,0,1,100,0,0,"2013_05C","16_do_22_maja_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Małopolskie",12,0.29,0,0,8,66.7,4,33.3,"2013_05C","16_do_22_maja_2013"
"Mazowieckie",17,0.34,0,0,17,100,0,0,"2013_05C","16_do_22_maja_2013"
"Opolskie",2,0.6,0,0,2,100,0,0,"2013_05C","16_do_22_maja_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Podlaskie",2,0.26,0,0,2,100,0,0,"2013_05C","16_do_22_maja_2013"
"Pomorskie",68,0.83,2,2.9,68,100,7,10.3,"2013_05C","16_do_22_maja_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Świętokrzyskie",2,0.73,0,0,0,0,2,100,"2013_05C","16_do_22_maja_2013"
"Warmińsko-Mazurskie",5,2.51,0,0,5,100,0,0,"2013_05C","16_do_22_maja_2013"
"Wielkopolskie",16,0.4,0,0,16,100,0,0,"2013_05C","16_do_22_maja_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_05C","16_do_22_maja_2013"
"Dolnośląskie",12,0.82,0,0,12,100,0,0,"2013_05D","23_do_31_maja_2013"
"Kujawsko-Pomorskie",2,0.17,0,0,2,100,0,0,"2013_05D","23_do_31_maja_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Małopolskie",5,0.12,0,0,5,100,0,0,"2013_05D","23_do_31_maja_2013"
"Mazowieckie",17,0.34,0,0,16,94.1,1,5.9,"2013_05D","23_do_31_maja_2013"
"Opolskie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Podlaskie",5,1.74,0,0,5,100,0,0,"2013_05D","23_do_31_maja_2013"
"Pomorskie",55,0.5,1,1.8,53,96.4,5,9.1,"2013_05D","23_do_31_maja_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Warmińsko-Mazurskie",4,2.05,1,25,3,75,0,0,"2013_05D","23_do_31_maja_2013"
"Wielkopolskie",30,0.58,0,0,30,100,0,0,"2013_05D","23_do_31_maja_2013"
"Zachodniopomorskie",1,0.12,1,100,0,0,0,0,"2013_05D","23_do_31_maja_2013"
"Dolnośląskie",8,0.61,0,0,8,100,1,12.5,"2013_06A","1_do_7_czerwca_2013"
"Kujawsko-Pomorskie",4,0.49,0,0,4,100,0,0,"2013_06A","1_do_7_czerwca_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Małopolskie",22,0.45,4,18.2,11,50,7,31.8,"2013_06A","1_do_7_czerwca_2013"
"Mazowieckie",11,0.18,0,0,8,72.7,3,27.3,"2013_06A","1_do_7_czerwca_2013"
"Opolskie",2,0.42,0,0,2,100,0,0,"2013_06A","1_do_7_czerwca_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Podlaskie",1,0.2,0,0,1,100,0,0,"2013_06A","1_do_7_czerwca_2013"
"Pomorskie",41,0.45,0,0,40,97.6,2,4.9,"2013_06A","1_do_7_czerwca_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Warmińsko-Mazurskie",7,3.5,0,0,7,100,0,0,"2013_06A","1_do_7_czerwca_2013"
"Wielkopolskie",16,0.43,0,0,16,100,0,0,"2013_06A","1_do_7_czerwca_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_06A","1_do_7_czerwca_2013"
"Dolnośląskie",10,1.06,0,0,10,100,4,40,"2013_06B","8_do_15_czerwca_2013"
"Kujawsko-Pomorskie",7,0.81,0,0,7,100,0,0,"2013_06B","8_do_15_czerwca_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Małopolskie",9,0.38,1,11.1,3,33.3,5,55.6,"2013_06B","8_do_15_czerwca_2013"
"Mazowieckie",14,0.3,0,0,14,100,0,0,"2013_06B","8_do_15_czerwca_2013"
"Opolskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Podlaskie",1,0.15,0,0,1,100,0,0,"2013_06B","8_do_15_czerwca_2013"
"Pomorskie",79,0.8,0,0,79,100,9,11.4,"2013_06B","8_do_15_czerwca_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Warmińsko-Mazurskie",5,5.43,0,0,5,100,0,0,"2013_06B","8_do_15_czerwca_2013"
"Wielkopolskie",29,0.79,1,3.4,29,100,0,0,"2013_06B","8_do_15_czerwca_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_06B","8_do_15_czerwca_2013"
"Dolnośląskie",15,1.5,0,0,15,100,0,0,"2013_06C","16_do_22_czerwca_2013"
"Kujawsko-Pomorskie",4,0.4,0,0,3,75,1,25,"2013_06C","16_do_22_czerwca_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Małopolskie",15,0.39,2,13.3,9,60,4,26.7,"2013_06C","16_do_22_czerwca_2013"
"Mazowieckie",5,0.09,0,0,5,100,0,0,"2013_06C","16_do_22_czerwca_2013"
"Opolskie",1,0.2,0,0,1,100,0,0,"2013_06C","16_do_22_czerwca_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Podlaskie",1,0.79,0,0,1,100,0,0,"2013_06C","16_do_22_czerwca_2013"
"Pomorskie",58,0.71,1,1.7,58,100,7,12.1,"2013_06C","16_do_22_czerwca_2013"
"Śląskie",1,0.04,0,0,0,0,1,100,"2013_06C","16_do_22_czerwca_2013"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Warmińsko-Mazurskie",2,1.48,0,0,2,100,0,0,"2013_06C","16_do_22_czerwca_2013"
"Wielkopolskie",31,0.86,1,3.2,30,96.8,0,0,"2013_06C","16_do_22_czerwca_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_06C","16_do_22_czerwca_2013"
"Dolnośląskie",6,0.63,0,0,6,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Kujawsko-Pomorskie",2,0.25,0,0,2,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Małopolskie",5,0.15,0,0,5,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Mazowieckie",11,0.24,0,0,10,90.9,1,9.1,"2013_06D","23_do_30_czerwca_2013"
"Opolskie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Podkarpackie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Podlaskie",1,0.21,0,0,1,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Pomorskie",56,0.61,0,0,55,98.2,7,12.5,"2013_06D","23_do_30_czerwca_2013"
"Śląskie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Świętokrzyskie",1,0.48,1,100,1,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Warmińsko-Mazurskie",2,2.25,0,0,2,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Wielkopolskie",13,0.44,0,0,13,100,0,0,"2013_06D","23_do_30_czerwca_2013"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2013_06D","23_do_30_czerwca_2013"
"Dolnośląskie",15,2.87,1,6.7,15,100,3,20,"2013_07A","1_do_7_lipca_2013"
"Kujawsko-Pomorskie",0,0,0,0,0,0,0,0,"2013_07A","1_do_7_lipca_2013"
"Lubelskie",0,0,0,0,0,0,0,0,"2013_07A","1_do_7_lipca_2013"
"Lubuskie",0,0,0,0,0,0,0,0,"2013_07A","1_do_7_lipca_2013"
"Łódzkie",0,0,0,0,0,0,0,0,"2013_07A","1_do_7_lipca_2013"
