"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","dni","miesiac","rok","tydz","numer"
"Wielkopolskie",38,0.24,1,2.6,37,97.4,1,2.6,"16-22","listopad",2021,43,"11C"
"Zachodniopomorskie",9,1.03,0,0,9,100,0,0,"16-22","listopad",2021,43,"11C"
"Dolnośląskie",24,0.38,0,0,24,100,0,0,"23-30","listopad",2021,44,"11D"
"Kujawsko-Pomorskie",49,0.67,0,0,49,100,0,0,"23-30","listopad",2021,44,"11D"
"Lubelskie",5,0.17,0,0,5,100,0,0,"23-30","listopad",2021,44,"11D"
"Lubuskie",6,0.41,0,0,6,100,0,0,"23-30","listopad",2021,44,"11D"
"Łódzkie",19,0.41,0,0,19,100,0,0,"23-30","listopad",2021,44,"11D"
"Małopolskie",28,0.29,0,0,24,85.7,4,14.3,"23-30","listopad",2021,44,"11D"
"Mazowieckie",51,0.25,1,2,49,96.1,1,2,"23-30","listopad",2021,44,"11D"
"Opolskie",0,0,0,0,0,0,0,0,"23-30","listopad",2021,44,"11D"
"Podkarpackie",7,0.29,1,14.3,7,100,0,0,"23-30","listopad",2021,44,"11D"
"Podlaskie",7,0.38,0,0,7,100,0,0,"23-30","listopad",2021,44,"11D"
"Pomorskie",28,0.16,0,0,28,100,0,0,"23-30","listopad",2021,44,"11D"
"Śląskie",43,0.4,0,0,43,100,0,0,"23-30","listopad",2021,44,"11D"
"Świętokrzyskie",3,0.15,0,0,3,100,0,0,"23-30","listopad",2021,44,"11D"
"Warmińsko-Mazurskie",24,1.13,0,0,24,100,0,0,"23-30","listopad",2021,44,"11D"
"Wielkopolskie",70,0.43,2,2.9,66,94.3,2,2.9,"23-30","listopad",2021,44,"11D"
"Zachodniopomorskie",1,0.1,0,0,1,100,0,0,"23-30","listopad",2021,44,"11D"
"Dolnośląskie",28,0.51,1,3.6,24,85.7,3,10.7,"1-7","grudzień",2021,45,"12A"
"Kujawsko-Pomorskie",33,0.58,0,0,33,100,0,0,"1-7","grudzień",2021,45,"12A"
"Lubelskie",3,0.12,0,0,3,100,0,0,"1-7","grudzień",2021,45,"12A"
"Lubuskie",1,0.13,0,0,1,100,0,0,"1-7","grudzień",2021,45,"12A"
"Łódzkie",10,0.23,0,0,10,100,0,0,"1-7","grudzień",2021,45,"12A"
"Małopolskie",23,0.22,0,0,17,73.9,6,26.1,"1-7","grudzień",2021,45,"12A"
"Mazowieckie",10,0.06,3,30,7,70,0,0,"1-7","grudzień",2021,45,"12A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","grudzień",2021,45,"12A"
"Podkarpackie",1,0.06,0,0,1,100,0,0,"1-7","grudzień",2021,45,"12A"
"Podlaskie",2,0.13,0,0,2,100,0,0,"1-7","grudzień",2021,45,"12A"
"Pomorskie",8,0.05,1,12.5,7,87.5,0,0,"1-7","grudzień",2021,45,"12A"
"Śląskie",19,0.19,1,5.3,18,94.7,0,0,"1-7","grudzień",2021,45,"12A"
"Świętokrzyskie",4,0.15,0,0,4,100,0,0,"1-7","grudzień",2021,45,"12A"
"Warmińsko-Mazurskie",23,1.14,0,0,23,100,0,0,"1-7","grudzień",2021,45,"12A"
"Wielkopolskie",37,0.25,1,2.7,36,97.3,0,0,"1-7","grudzień",2021,45,"12A"
"Zachodniopomorskie",2,0.21,0,0,2,100,0,0,"1-7","grudzień",2021,45,"12A"
"Dolnośląskie",24,0.4,0,0,22,91.7,2,8.3,"8-15","grudzień",2021,46,"12B"
"Kujawsko-Pomorskie",26,0.41,0,0,26,100,0,0,"8-15","grudzień",2021,46,"12B"
"Lubelskie",2,0.06,0,0,2,100,0,0,"8-15","grudzień",2021,46,"12B"
"Lubuskie",2,0.2,0,0,2,100,0,0,"8-15","grudzień",2021,46,"12B"
"Łódzkie",5,0.12,0,0,4,80,1,20,"8-15","grudzień",2021,46,"12B"
"Małopolskie",37,0.38,0,0,33,89.2,4,10.8,"8-15","grudzień",2021,46,"12B"
"Mazowieckie",7,0.04,1,14.3,6,85.7,0,0,"8-15","grudzień",2021,46,"12B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","grudzień",2021,46,"12B"
"Podkarpackie",4,0.24,0,0,4,100,0,0,"8-15","grudzień",2021,46,"12B"
"Podlaskie",1,0.08,0,0,1,100,0,0,"8-15","grudzień",2021,46,"12B"
"Pomorskie",40,0.23,0,0,39,97.5,1,2.5,"8-15","grudzień",2021,46,"12B"
"Śląskie",25,0.21,0,0,24,96,1,4,"8-15","grudzień",2021,46,"12B"
"Świętokrzyskie",1,0.08,0,0,1,100,0,0,"8-15","grudzień",2021,46,"12B"
"Warmińsko-Mazurskie",19,0.86,0,0,19,100,0,0,"8-15","grudzień",2021,46,"12B"
"Wielkopolskie",56,0.36,1,1.8,55,98.2,0,0,"8-15","grudzień",2021,46,"12B"
"Zachodniopomorskie",2,0.23,50,0,2,100,0,0,"8-15","grudzień",2021,46,"12B"
"Dolnośląskie",14,0.34,0,0,13,92.9,1,7.1,"16-22","grudzień",2021,47,"12C"
"Kujawsko-Pomorskie",20,0.37,0,0,20,100,0,0,"16-22","grudzień",2021,47,"12C"
"Lubelskie",3,0.17,0,0,3,100,0,0,"16-22","grudzień",2021,47,"12C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","grudzień",2021,47,"12C"
"Łódzkie",6,0.21,0,0,6,100,0,0,"16-22","grudzień",2021,47,"12C"
"Małopolskie",4,0.05,0,0,3,75,1,25,"16-22","grudzień",2021,47,"12C"
"Mazowieckie",11,0.08,1,9.1,9,81.8,1,9.1,"16-22","grudzień",2021,47,"12C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","grudzień",2021,47,"12C"
"Podkarpackie",1,0.06,0,0,1,100,0,0,"16-22","grudzień",2021,47,"12C"
"Podlaskie",6,0.47,0,0,6,100,0,0,"16-22","grudzień",2021,47,"12C"
"Pomorskie",15,0.11,0,0,13,86.7,2,13.3,"16-22","grudzień",2021,47,"12C"
"Śląskie",18,0.18,0,0,18,100,0,0,"16-22","grudzień",2021,47,"12C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","grudzień",2021,47,"12C"
"Warmińsko-Mazurskie",15,1.24,0,0,15,100,0,0,"16-22","grudzień",2021,47,"12C"
"Wielkopolskie",33,0.29,0,0,33,100,0,0,"16-22","grudzień",2021,47,"12C"
"Zachodniopomorskie",1,0.13,0,0,1,100,0,0,"16-22","grudzień",2021,47,"12C"
"Dolnośląskie",38,0.8,6,15.8,32,84.2,0,0,"23-31","grudzień",2021,48,"12D"
"Kujawsko-Pomorskie",30,0.48,0,0,28,93.3,2,6.7,"23-31","grudzień",2021,48,"12D"
"Lubelskie",2,0.11,0,0,2,100,0,0,"23-31","grudzień",2021,48,"12D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-31","grudzień",2021,48,"12D"
"Łódzkie",11,0.26,0,0,11,100,0,0,"23-31","grudzień",2021,48,"12D"
"Małopolskie",19,0.25,0,0,16,84.2,3,15.8,"23-31","grudzień",2021,48,"12D"
"Mazowieckie",7,0.04,1,14.3,6,85.7,0,0,"23-31","grudzień",2021,48,"12D"
"Opolskie",1,0.1,0,0,1,100,0,0,"23-31","grudzień",2021,48,"12D"
"Podkarpackie",3,0.18,0,0,3,100,0,0,"23-31","grudzień",2021,48,"12D"
"Podlaskie",6,0.4,0,0,6,100,0,0,"23-31","grudzień",2021,48,"12D"
"Pomorskie",12,0.09,0,0,12,100,0,0,"23-31","grudzień",2021,48,"12D"
"Śląskie",15,0.19,0,0,15,100,0,0,"23-31","grudzień",2021,48,"12D"
"Świętokrzyskie",6,0.37,0,0,6,100,0,0,"23-31","grudzień",2021,48,"12D"
"Warmińsko-Mazurskie",15,0.68,1,6.7,14,93.3,0,0,"23-31","grudzień",2021,48,"12D"
"Wielkopolskie",53,0.44,1,1.9,48,90.6,4,7.5,"23-31","grudzień",2021,48,"12D"
"Zachodniopomorskie",15,2.05,0,0,15,100,0,0,"23-31","grudzień",2021,48,"12D"
