"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Zachodniopomorskie",656,5.47,-0.58,187,33.57,144,12.24,287,3.39,38,2.11,"2016_05A","1_do_7_maja_2016"
"Dolnośląskie",2194,9.44,-2.05,526,48.39,460,21.21,980,6.01,228,6.19,"2016_05B","8_do_15_maja_2016"
"Kujawsko-Pomorskie",3526,21.11,-3.65,1049,129.07,817,47.84,1381,11.83,279,11.14,"2016_05B","8_do_15_maja_2016"
"Lubelskie",1263,7.37,-1.09,249,30.63,252,14.68,621,5.24,141,5.11,"2016_05B","8_do_15_maja_2016"
"Lubuskie",664,8.14,-0.8,236,58.33,206,24.77,205,3.57,17,1.45,"2016_05B","8_do_15_maja_2016"
"Łódzkie",2877,14.4,-4.3,655,70.4,664,35.54,1256,9.15,302,8.71,"2016_05B","8_do_15_maja_2016"
"Małopolskie",5485,20.34,-4.04,1249,88.04,1197,42.39,2580,13.82,459,11.31,"2016_05B","8_do_15_maja_2016"
"Mazowieckie",11332,26.52,-11,2919,126.81,2551,58.08,4930,16.89,932,13.63,"2016_05B","8_do_15_maja_2016"
"Opolskie",418,5.23,-7.18,90,26.15,69,9.75,199,3.52,60,4.65,"2016_05B","8_do_15_maja_2016"
"Podkarpackie",321,1.89,-2.39,58,7.02,71,4.01,161,1.35,31,1.24,"2016_05B","8_do_15_maja_2016"
"Podlaskie",881,9.25,-10.1,254,57.56,201,21.6,366,5.51,60,3.97,"2016_05B","8_do_15_maja_2016"
"Pomorskie",12657,68.65,-5.16,3662,365,2568,128.4,5495,42.98,932,35.16,"2016_05B","8_do_15_maja_2016"
"Śląskie",3352,9.15,-4.31,713,40.75,767,22.6,1602,6.28,270,4.51,"2016_05B","8_do_15_maja_2016"
"Świętokrzyskie",812,8.06,-8.62,167,37.48,194,20.39,356,5.1,95,5.59,"2016_05B","8_do_15_maja_2016"
"Warmińsko-Mazurskie",695,6.02,-2.15,183,32.09,138,11.42,288,3.52,86,5.43,"2016_05B","8_do_15_maja_2016"
"Wielkopolskie",8391,30.19,-14.7,2119,140.83,1946,65.85,3605,18.63,721,18.09,"2016_05B","8_do_15_maja_2016"
"Zachodniopomorskie",838,6.11,0.64,212,33.3,161,11.98,404,4.18,61,2.96,"2016_05B","8_do_15_maja_2016"
"Dolnośląskie",2026,9.96,0.52,422,44.37,430,22.66,948,6.65,226,7.01,"2016_05C","16_do_22_maja_2016"
"Kujawsko-Pomorskie",3484,23.84,2.73,963,135.42,877,58.69,1385,13.56,259,11.82,"2016_05C","16_do_22_maja_2016"
"Lubelskie",1040,6.93,-0.43,255,35.85,190,12.65,487,4.69,108,4.47,"2016_05C","16_do_22_maja_2016"
"Lubuskie",525,7.36,-0.78,174,49.15,137,18.83,194,3.86,20,1.94,"2016_05C","16_do_22_maja_2016"
"Łódzkie",2614,14.95,0.55,695,85.37,623,38.11,1049,8.74,247,8.14,"2016_05C","16_do_22_maja_2016"
"Małopolskie",6033,25.57,5.23,1403,113.02,1353,54.76,2806,17.18,471,13.26,"2016_05C","16_do_22_maja_2016"
"Mazowieckie",12243,32.75,6.23,3055,151.68,2867,74.6,5363,20.99,958,16.01,"2016_05C","16_do_22_maja_2016"
"Opolskie",652,9.32,4.09,142,47.15,119,19.21,322,6.51,69,6.11,"2016_05C","16_do_22_maja_2016"
"Podkarpackie",378,2.54,0.65,96,13.27,99,6.39,157,1.5,26,1.19,"2016_05C","16_do_22_maja_2016"
"Podlaskie",304,3.65,-5.6,73,18.91,64,7.86,138,2.38,29,2.19,"2016_05C","16_do_22_maja_2016"
"Pomorskie",10343,64.11,-4.54,3013,343.21,2196,125.48,4357,38.95,777,33.5,"2016_05C","16_do_22_maja_2016"
"Śląskie",3736,11.66,2.51,900,58.78,875,29.47,1674,7.5,287,5.48,"2016_05C","16_do_22_maja_2016"
"Świętokrzyskie",780,8.84,0.79,212,54.37,153,18.38,339,5.55,76,5.11,"2016_05C","16_do_22_maja_2016"
"Warmińsko-Mazurskie",658,6.52,0.49,166,33.27,128,12.1,302,4.22,62,4.47,"2016_05C","16_do_22_maja_2016"
"Wielkopolskie",7956,32.72,2.52,1916,145.53,1781,68.88,3660,21.62,599,17.18,"2016_05C","16_do_22_maja_2016"
"Zachodniopomorskie",635,5.29,-0.82,169,30.34,128,10.88,296,3.5,42,2.33,"2016_05C","16_do_22_maja_2016"
"Dolnośląskie",2378,9.09,-0.87,551,45.06,446,18.28,1124,6.13,257,6.2,"2016_05D","23_do_31_maja_2016"
"Kujawsko-Pomorskie",3594,19.13,-4.71,1009,110.36,980,51.01,1368,10.41,237,8.41,"2016_05D","23_do_31_maja_2016"
"Lubelskie",1417,7.35,0.41,332,36.31,283,14.65,674,5.05,128,4.12,"2016_05D","23_do_31_maja_2016"
"Lubuskie",601,6.55,-0.81,222,48.77,194,20.74,164,2.54,21,1.59,"2016_05D","23_do_31_maja_2016"
"Łódzkie",2353,10.47,-4.48,620,59.23,586,27.88,958,6.21,189,4.85,"2016_05D","23_do_31_maja_2016"
"Małopolskie",6108,20.13,-5.43,1480,92.73,1452,45.71,2718,12.95,458,10.03,"2016_05D","23_do_31_maja_2016"
"Mazowieckie",12234,25.45,-7.3,3287,126.93,2888,58.45,5035,15.33,1024,13.31,"2016_05D","23_do_31_maja_2016"
"Opolskie",592,6.59,-2.74,137,35.38,107,13.43,272,4.28,76,5.24,"2016_05D","23_do_31_maja_2016"
"Podkarpackie",510,2.66,0.13,121,13.01,139,6.98,212,1.58,38,1.35,"2016_05D","23_do_31_maja_2016"
"Podlaskie",911,8.5,4.86,237,47.74,209,19.96,394,5.28,71,4.17,"2016_05D","23_do_31_maja_2016"
"Pomorskie",14300,68.94,4.83,4525,400.9,3056,135.82,5760,40.05,959,32.16,"2016_05D","23_do_31_maja_2016"
"Śląskie",3895,9.45,-2.2,932,47.35,953,24.96,1722,6,288,4.28,"2016_05D","23_do_31_maja_2016"
"Świętokrzyskie",832,7.34,-1.51,201,40.09,174,16.26,375,4.77,82,4.29,"2016_05D","23_do_31_maja_2016"
"Warmińsko-Mazurskie",842,6.49,-0.03,201,31.33,222,16.32,356,3.87,63,3.54,"2016_05D","23_do_31_maja_2016"
"Wielkopolskie",8749,27.98,-4.73,2250,132.92,1986,59.74,3827,17.58,686,15.3,"2016_05D","23_do_31_maja_2016"
"Zachodniopomorskie",692,4.49,-0.81,210,29.33,121,8,302,2.78,59,2.55,"2016_05D","23_do_31_maja_2016"
"Dolnośląskie",1595,7.84,-1.25,374,39.32,322,16.97,710,4.98,189,5.86,"2016_06A","1_do_7_czerwca_2016"
"Kujawsko-Pomorskie",2650,18.13,-0.99,764,107.44,718,48.05,960,9.4,208,9.49,"2016_06A","1_do_7_czerwca_2016"
"Lubelskie",943,6.29,-1.06,209,29.39,176,11.71,476,4.59,82,3.4,"2016_06A","1_do_7_czerwca_2016"
"Lubuskie",383,5.37,-1.18,151,42.65,106,14.57,117,2.33,9,0.88,"2016_06A","1_do_7_czerwca_2016"
"Łódzkie",1856,10.61,0.15,528,64.85,482,29.48,710,5.91,136,4.48,"2016_06A","1_do_7_czerwca_2016"
"Małopolskie",4077,17.28,-2.86,1004,80.88,1013,41,1698,10.4,362,10.19,"2016_06A","1_do_7_czerwca_2016"
"Mazowieckie",10438,27.92,2.47,2519,125.07,2402,62.5,4641,18.17,876,14.64,"2016_06A","1_do_7_czerwca_2016"
"Opolskie",484,6.92,0.34,108,35.86,80,12.91,246,4.98,50,4.43,"2016_06A","1_do_7_czerwca_2016"
"Podkarpackie",363,2.44,-0.23,107,14.79,89,5.74,142,1.36,25,1.14,"2016_06A","1_do_7_czerwca_2016"
"Podlaskie",509,6.11,-2.4,158,40.92,127,15.6,188,3.24,36,2.72,"2016_06A","1_do_7_czerwca_2016"
"Pomorskie",9549,59.19,-9.75,2784,317.13,2113,120.74,3975,35.54,677,29.19,"2016_06A","1_do_7_czerwca_2016"
"Śląskie",3657,11.41,1.96,902,58.91,863,29.06,1591,7.13,301,5.75,"2016_06A","1_do_7_czerwca_2016"
"Świętokrzyskie",996,11.29,3.96,266,68.22,220,26.43,418,6.84,92,6.19,"2016_06A","1_do_7_czerwca_2016"
"Warmińsko-Mazurskie",559,5.54,-0.95,139,27.86,150,14.18,216,3.02,54,3.9,"2016_06A","1_do_7_czerwca_2016"
"Wielkopolskie",5578,22.94,-5.04,1438,109.22,1291,49.93,2411,14.24,438,12.56,"2016_06A","1_do_7_czerwca_2016"
"Zachodniopomorskie",460,3.83,-0.65,151,27.11,100,8.5,171,2.02,38,2.11,"2016_06A","1_do_7_czerwca_2016"
"Dolnośląskie",1730,7.44,-0.4,419,38.55,388,17.89,750,4.6,173,4.7,"2016_06B","8_do_15_czerwca_2016"
"Kujawsko-Pomorskie",3073,18.4,0.27,919,113.08,857,50.19,1099,9.41,198,7.91,"2016_06B","8_do_15_czerwca_2016"
"Lubelskie",759,4.43,-1.86,165,20.3,197,11.47,324,2.73,73,2.64,"2016_06B","8_do_15_czerwca_2016"
"Lubuskie",448,5.49,0.13,151,37.32,129,15.51,154,2.68,14,1.19,"2016_06B","8_do_15_czerwca_2016"
"Łódzkie",1725,8.63,-1.98,428,46,411,22,741,5.4,145,4.18,"2016_06B","8_do_15_czerwca_2016"
"Małopolskie",4132,15.32,-1.96,1076,75.85,1005,35.59,1731,9.27,320,7.88,"2016_06B","8_do_15_czerwca_2016"
"Mazowieckie",9221,21.58,-6.34,2463,107,2243,51.07,3891,13.33,624,9.12,"2016_06B","8_do_15_czerwca_2016"
"Opolskie",534,6.68,-0.24,139,40.39,96,13.56,249,4.41,50,3.88,"2016_06B","8_do_15_czerwca_2016"
"Podkarpackie",381,2.24,-0.2,87,10.52,88,4.97,171,1.43,35,1.4,"2016_06B","8_do_15_czerwca_2016"
"Podlaskie",653,6.86,0.75,169,38.3,152,16.33,295,4.44,37,2.45,"2016_06B","8_do_15_czerwca_2016"
"Pomorskie",9516,51.61,-7.58,2787,277.79,2088,104.4,4074,31.87,567,21.39,"2016_06B","8_do_15_czerwca_2016"
"Śląskie",2675,7.3,-4.11,616,35.2,644,18.98,1190,4.67,225,3.76,"2016_06B","8_do_15_czerwca_2016"
"Świętokrzyskie",713,7.07,-4.22,123,27.6,179,18.82,330,4.73,81,4.77,"2016_06B","8_do_15_czerwca_2016"
"Warmińsko-Mazurskie",505,4.38,-1.16,138,24.2,141,11.66,175,2.14,51,3.22,"2016_06B","8_do_15_czerwca_2016"
"Wielkopolskie",6492,23.36,0.42,1567,104.14,1529,51.74,2841,14.69,555,13.92,"2016_06B","8_do_15_czerwca_2016"
"Zachodniopomorskie",528,3.85,0.02,181,28.43,100,7.44,222,2.3,25,1.22,"2016_06B","8_do_15_czerwca_2016"
"Dolnośląskie",1213,5.96,-1.48,288,30.28,295,15.55,484,3.39,146,4.53,"2016_06C","16_do_22_czerwca_2016"
"Kujawsko-Pomorskie",2353,16.1,-2.3,649,91.26,629,42.1,906,8.87,169,7.71,"2016_06C","16_do_22_czerwca_2016"
"Lubelskie",874,5.83,1.4,186,26.15,160,10.65,453,4.37,75,3.11,"2016_06C","16_do_22_czerwca_2016"
"Lubuskie",482,6.75,1.26,167,47.17,184,25.29,121,2.41,10,0.97,"2016_06C","16_do_22_czerwca_2016"
"Łódzkie",1671,9.56,0.92,550,67.56,414,25.32,582,4.85,125,4.12,"2016_06C","16_do_22_czerwca_2016"
"Małopolskie",3273,13.87,-1.45,805,64.85,711,28.78,1538,9.42,219,6.16,"2016_06C","16_do_22_czerwca_2016"
"Mazowieckie",9948,26.61,5.03,2548,126.5,2273,59.14,4384,17.16,743,12.42,"2016_06C","16_do_22_czerwca_2016"
"Opolskie",324,4.63,-2.05,59,19.59,31,5,188,3.8,46,4.08,"2016_06C","16_do_22_czerwca_2016"
"Podkarpackie",289,1.94,-0.3,65,8.99,85,5.49,117,1.12,22,1.01,"2016_06C","16_do_22_czerwca_2016"
"Podlaskie",387,4.64,-2.21,104,26.93,94,11.54,160,2.76,29,2.19,"2016_06C","16_do_22_czerwca_2016"
"Pomorskie",9044,56.06,-9.51,2653,302.21,2059,117.66,3726,33.31,606,26.13,"2016_06C","16_do_22_czerwca_2016"
"Śląskie",2364,7.38,0.07,556,36.31,583,19.63,1070,4.8,155,2.96,"2016_06C","16_do_22_czerwca_2016"
"Świętokrzyskie",769,8.72,1.65,184,47.19,190,22.83,320,5.24,75,5.04,"2016_06C","16_do_22_czerwca_2016"
"Warmińsko-Mazurskie",385,3.81,-0.56,89,17.84,103,9.74,159,2.22,34,2.45,"2016_06C","16_do_22_czerwca_2016"
"Wielkopolskie",6492,26.7,3.34,1567,119.02,1529,59.13,2841,16.78,555,15.91,"2016_06C","16_do_22_czerwca_2016"
"Zachodniopomorskie",474,3.95,0.1,123,22.08,106,9.01,218,2.58,27,1.5,"2016_06C","16_do_22_czerwca_2016"
"Dolnośląskie",1508,6.49,0.52,353,32.48,328,15.13,668,4.1,159,4.32,"2016_06D","23_do_30_czerwca_2016"
"Kujawsko-Pomorskie",2330,13.95,-2.15,698,85.89,596,34.9,863,7.39,173,6.91,"2016_06D","23_do_30_czerwca_2016"
"Lubelskie",989,5.77,-0.06,232,28.54,179,10.42,473,3.99,105,3.8,"2016_06D","23_do_30_czerwca_2016"
"Lubuskie",384,4.71,-2.05,138,34.11,131,15.75,101,1.76,14,1.19,"2016_06D","23_do_30_czerwca_2016"
"Łódzkie",2059,10.3,0.75,607,65.24,516,27.62,798,5.82,138,3.98,"2016_06D","23_do_30_czerwca_2016"
"Małopolskie",3757,13.93,0.06,946,66.68,1013,35.88,1527,8.18,271,6.67,"2016_06D","23_do_30_czerwca_2016"
"Mazowieckie",8204,19.2,-7.41,2228,96.79,2010,45.76,3368,11.54,598,8.74,"2016_06D","23_do_30_czerwca_2016"
"Opolskie",354,4.43,-0.2,79,22.95,63,8.9,158,2.8,54,4.19,"2016_06D","23_do_30_czerwca_2016"
"Podkarpackie",258,1.52,-0.42,55,6.65,68,3.84,102,0.86,33,1.32,"2016_06D","23_do_30_czerwca_2016"
"Podlaskie",488,5.12,0.48,158,35.8,147,15.8,152,2.29,31,2.05,"2016_06D","23_do_30_czerwca_2016"
"Pomorskie",10975,59.52,3.47,3433,342.17,2558,127.9,4312,33.73,672,25.35,"2016_06D","23_do_30_czerwca_2016"
"Śląskie",2355,6.43,-0.95,601,34.35,594,17.5,1002,3.93,158,2.64,"2016_06D","23_do_30_czerwca_2016"
"Świętokrzyskie",482,4.78,-3.94,130,29.17,97,10.2,217,3.11,38,2.24,"2016_06D","23_do_30_czerwca_2016"
